Question	Answer	Source
Заключение контракта по результатам электронного аукциона 	**Статья:** [Статья 70. Заключение контракта по результатам электронного аукциона](http://moodle.sibir.rts-tender/mod/resource/view.php?id=1207)**Содержание статьи:**	Editorial
Изменение, расторжение контракта 	**Статья:** [Статья 95  Изменение, расторжение контракта](http://moodle.sibir.rts-tender/mod/resource/view.php?id=1207)**Содержание статьи:**	Editorial
Количество протоколов разногласий	**Статья: **Статья 70. Заключение контракта по результатам электронного аукциона**Содержание статьи: **Ч. 5 ст. 70 Размещение Заказчиком проекта контракта с указанием в отдельном документе причин отказа, содержащиеся в протоколе разногласий, замечания победителя такого аукциона допускается при условии, что победитель аукциона разместил протокол разногласий не позднее чем в течение тринадцати дней с даты размещения протокола подведения итогов.	Editorial
Максимальный срок заключения контракта 	**Нормативная правовая база: **Гражданский кодекс РФ**Содержание нормативной правовой базы:**В соответствии с п.4. ст. 528 ГК РФ максимальный срок заключения контракта составляет 20 дней с момента публикации протокола подведения итогов .Крайний срок заключения контракта по ГК РФ на электронной площадке будет заканчиваться в 23:59 по времени Заказчика.	Editorial
Обеспечение исполнения контракта	**Содержание статьи:**ч. 6 ст. 96 Закона № 44-ФЗ.  Размер обеспечения исполнения контракта должен составлять от 5 до 30% начальной (максимальной) цены контракта, указанной в извещении об осуществлении закупки.*   В случае, если начальная (максимальная) цена контракта превышает 50 млн. руб., Заказчик обязан установить требование обеспечения исполнения контракта в размере от 10 до 30% начальной (максимальной) цены контракта, но не менее чем в размере аванса (если контрактом предусмотрена выплата аванса).\n*   В случае, если аванс превышает 30% начальной (максимальной) цены контракта, размер обеспечения исполнения контракта устанавливается в размере аванса.	Editorial
Основание для  формирования и направления контракта Уполномоченным органом за Заказчика 	**Статья:** [Статья 26 Централизованные закупки](http://moodle.sibir.rts-tender/mod/resource/view.php?id=1207)**Содержание статьи:**п.1 ст. 26 Не допускается возлагать на уполномоченные органы, уполномоченные учреждения полномочия на обоснование закупок, определение условий контракта, в том числе на определение начальной (максимальной) цены контракта и подписание контракта. Остальные  полномочия определяются установленными решениями о создании таких уполномоченных органов, уполномоченных учреждений или о наделении их указанными полномочиями. 	Editorial
Отмена согласования контракта с контролирующим органом 	**Нормативная правовая база: **[498-ФЗ от 31 декабря 2014 г.](http://moodle.sibir.rts-tender/mod/resource/view.php?id=1154)**Содержание нормативной правовой базы:**Отменено согласование контракта контролирующим органом.*   Если аукционная комиссия опубликовала протокол подведения итогов или протокол рассмотрения единственной заявки 31 декабря 2014г. и позднее, то дальнейшие действия должны осуществляться в соответствии с Законом № 498-ФЗ, т.е. без согласования в контролирующем органе;\n*   Если  протокол подведения итогов или протокол рассмотрения единственной заявки был опубликовраньше 31 декабря 2014г., то необходимость согласования сохраняется.	Editorial
Причины отказа от заключения контракта  	**Нормативная правовая база: **[Статьи 31, 37, 70, 96](http://moodle.sibir.rts-tender/mod/resource/view.php?id=1207)**Содержание нормативной правовой базы:**	Editorial
Сроки. Контракт 	**Статья:** [Статья 70. Заключение контракта по результатам электронного аукциона](http://moodle.sibir.rts-tender/mod/resource/view.php?id=1207)**Содержание статьи:**	Editorial
Возврат доходов, полученных Оператором ЭП от размещения денежных средств, внесенных в качестве обеспечения заявок 	**Статья:** [Статья 112. Заключительные положения](http://moodle.sibir.rts-tender/mod/resource/view.php?id=1207)**Содержание статьи:** В соответствии с ч. 10 ст. 112 44-ФЗ на электронные площадке, прошедшие отбор до выхода 44-ФЗ, не распростаряются положения закона о выплате Участникам доходов, полученных Оператором электронной площадки от размещения денежных средств, внесенных в качестве обеспечения заявок.	Editorial
Заказчики и поставщики 	**Статья:** [Статья 3. Основные понятия, используемые в настоящем Федеральном законе](http://moodle.sibir.rts-tender/mod/resource/view.php?id=1207)**Содержание статьи:**	Editorial
Не определен объем подлежащих выполнению работ и услуг 	**Статья: **[Статья 42. Извещение об осуществлении закупки](http://moodle.sibir.rts-tender/mod/resource/view.php?id=1207)**Содержание статьи:**ч. 2 ст. 42 В извещении и документации о закупке заказчик указывает цену запасных частей (цена за единицу товара) или каждой запасной части к технике (оборудованию, цену единицы работы или услуги). При этом в извещении и документации о закупке должно быть указано, что**оплата** выполнения работы или оказания услуги осуществляется по цене единицы работы* или услуги исходя из объема фактически выполненной работы или оказанной услуги (по цене каждой запасной части к технике, оборудованию исходя из количества запасных частей, поставки которых будут осуществлены в ходе исполнения контракта), но в размере, не превышающем начальной (максимальной) цены контракта, указанной в извещении об осуществлении закупки и документации о закупке.Таким образом:*   если при формировании извещения на ЕИС заказчик выбирает данный параметр, то в извещении на ЭП в разделе «Объекты закупки» в поле «Нельзя определить количество запасных частей к технике, оборудованию и (или) необходимый объем услуг и (или) работ» появляется галочка и **дополнительное поле «Общая начальная (максимальная) цена»**;\n*   Ценовые предложения в ходе торгов будут идти от общей начальной (максимальной) цены, т.е. за стоимость единицы товара (в соответствии с ч. 5 ст.68 44-фз);\n*   Контракт заключается по начальной (максимальной) цене, а объем товара, работ или услуг рассчитываться по формуле:V товара, работ или услуг= НМЦ / Общая НМЦПри этом в карточке контракта будет отражаться две суммы:*   Начальная (максимальная) цена (по которой заключается контракт);\n*    Общая начальная (максимальная) цена (лучшее ценовое предложение, поданное в ходе торгов)	Editorial
Основные отличия 44-ФЗ от 223-ФЗ 	Отличия 44 и 223-ФЗВ соответствии с нормами 44 и 223-ФЗ Заказчик сам определяет на каких площадках осуществлять закупочную деятельность.	Editorial
Основные отличия 44-ФЗ от 94-ФЗ 	"В 44-ФЗ сохранены существующие правовые основы договорных отношений в общественном секторе. Закон не вносит радикальных изменений в порядок проведения базовых видов закупочных процедур - открытого конкурса и электронного аукциона. Сохранены основания применения и особенности закрытых способов размещения заказа, а также закупок у единственного поставщика (подрядчика, исполнителя).К важнейшим новациям Закона №44-ФЗ следует отнести:*   Определение этапов "закупочного цикла";\n*   Создание единой информационной системы в сфере закупок;\n*   Введение контрактной службы (контрактного управляющего);\n*   Введение двух этапов планирования (план закупок, план график);\n*   Расширение перечня способов определения поставщиков;\n*   Изменение и усовершенствование существующих процедур закупок.Например, по электронному аукциону:*   Извещение о проведении электронного аукциона размещается не менее чем за 15 дней до даты окончания срока подачи заявок, если НМЦК превышает 3 млн. руб.;\n*   Внесение изменений в извещение возможно не позднее чем за два дня до даты окончания срока подачи заявок;\n*   Отказаться от проведения закупки Заказчик вправе не позднее чем за 5 дней до даты окончания подачи заявок, даже если НМЦК превышает 3 млн. руб.;\n*   Заказчик обязан ответить на запрос на разъяснение документации, если такой запрос поступил к Заказчику не позднее чем за 3 дня до окончания срока подачи заявок, даже если НМЦК превышает 3 млн. руб.;\n*   Срок рассмотрения 2-х частей заявок - не более 3 рабочих дней со дня размещения на электронной площадке протокола аукциона;\n*   Подписание проекта контракта осуществляется через ЕИС;\n*   3-х дневные сроки направления ответов по протоколам разногласий и подписания Заказчиком проекта контракта указаны теперь в рабочих днях;\n*   В случае если электронный аукцион признан несостоявшимся в связи с тем, что ни один из его Участников не подал ценовое предложение, вторые части заявок Участников, допущенных по первым частям, направляются Заказчику. По итогам рассмотрения контракт заключается с допущенным Участником, заявка которого подана раньше по времени.Для получения более подробной информации пользователю необходимо проконсультироваться со своим юристом."	Editorial
Площадки для проведения закупок в соответствии с 44-ФЗ 	**Статья: **[Статья 112. Заключительные положения](http://moodle.sibir.rts-tender/mod/resource/view.php?id=1207)**Содержание статьи: **ч. 10 ст. 112 44-ФЗ со дня вступления в силу настоящего Федерального закона до даты начала функционирования Операторов электронных площадок, прошедших отбор в соответствии с частью 4 статьи 59 настоящего Федерального закона, закупки товаров, работ, услуг путем проведения электронных аукционов осуществляются на ранее прошедших отбор электронных площадках.При этом на такие площадки не распространяются положения части 8 статьи 44 настоящего Федерального закона и сохраняется порядок функционирования таких площадок, ранее установленный федеральным органом исполнительной власти, осуществляющим нормативное правовое регулирование в сфере размещения заказов, совместно с федеральным органом исполнительной власти, уполномоченным на осуществление контроля в сфере размещения заказов, до дня вступления в силу настоящего Федерального закона.Электронные аукционы, извещения о проведении которых размещены в единой информационной системе до даты начала функционирования Операторов электронных площадок, прошедших отбор в соответствии с частью 4 статьи 59 настоящего Федерального закона, проводятся на таких ранее отобранных электронных площадках. Заключение контрактов по результатам указанных аукционов осуществляется на таких электронных площадках. Федеральный орган исполнительной власти по регулированию контрактной системы в сфере закупок вправе установить особенности прекращения функционирования ранее прошедших отбор электронных площадок, в том числе в части возврата Участникам закупок денежных средств, внесенных в качестве обеспечения заявок на участие в электронных аукционах.	Editorial
Причины и последствия  признания аукциона несостоявшимся 	**Статья: **[Статья 71. Последствия признания электронного аукциона несостоявшимся](http://moodle.sibir.rts-tender/mod/resource/view.php?id=1207)**Содержание статьи:**Причины признания аукциона несостоявшимся:	Editorial
Реестр Участников электронного аукциона 	**Статья:** [Статья 62. Реестр участников электронного аукциона, получивших аккредитацию на электронной площадке](http://moodle.sibir.rts-tender/mod/resource/view.php?id=1207)**Содержание статьи:**<div class="block" id="block_6228">\n\n</div>	Editorial
Совместные конкурсы и аукционы 	**Статья: **[Статья 25. Совместные конкурсы и аукционы](http://moodle.sibir.rts-tender/mod/resource/view.php?id=1207)**Содержание статьи:**	Editorial
Способы определения поставщиков (подрядчиков, исполнителей) 	**Статья:** [Статья 24. Способы определения поставщиков (подрядчиков, исполнителей)](http://moodle.sibir.rts-tender/mod/resource/view.php?id=1207)**Содержание статьи:**ч. 1 ст. 24  Способы определения Поставщиков: конкурентные способы определения поставщиков (подрядчиков, исполнителей) или закупки у единственного поставщика (подрядчика, исполнителя).ч. 2 ст. 24 Конкурентные способы определения поставщиков (подрядчиков, исполнителей):*   конкурсы (открытый конкурс, конкурс с ограниченным участием, двухэтапный конкурс, закрытый конкурс, закрытый конкурс с ограниченным участием, закрытый двухэтапный конкурс) - способ определения поставщика (подрядчика, исполнителя), при котором победителем признается участник закупки, предложивший лучшие условия исполнения контракта;\n*   аукционы (аукцион в электронной форме (далее также - электронный аукцион) - способ определения поставщика (подрядчика, исполнителя), при котором победителем признается участник закупки, предложивший наименьшую цену контракта;\n*   закрытый аукцион);\n*   запрос котировок;\n*   запрос предложений. При осуществлении закупки путем проведения конкурса или закрытого аукциона могут выделяться лоты, в отношении которых в извещении о проведении открытого конкурса, конкурса с ограниченным участием или двухэтапного конкурса либо приглашении принять участие в закрытом конкурсе, закрытом конкурсе с ограниченным участием, закрытом двухэтапном конкурсе или закрытом аукционе, в конкурсной документации, документации об аукционе отдельно указываются объект закупки, начальная (максимальная) цена контракта и ее обоснование в соответствии со статьей 22 44-ФЗ, сроки и иные условия поставки товара, выполнения работы или оказания услуги. Участник закупки подает заявку на участие в конкурсе или аукционе в отношении определенного лота. В отношении каждого лота заключается отдельный контракт.	Editorial
Энергосервисный контракт 	**Статья: **[Статья 108. Особенности заключения энергосервисных контрактов](http://moodle.sibir.rts-tender/mod/resource/view.php?id=1207)**Содержание статьи:**Энергосервисный контракт — контракт, предметом которого является осуществление исполнителем действий, направленных на энергосбережение и повышение энергетической эффективности использования энергетических ресурсов заказчиком. При заключении энергосервисного контракта путем электронного аукциона такой аукцион проводится путем снижения одного из показателей, указанных в ч. 10 ст. 108.На Электронной площадке проведение аукциона и заключение контракта проходит стандартно.	Editorial
Обеспечение заявки 	**Статья: **[Статья 44. Обеспечение заявок при проведении конкурсов и аукционов](http://moodle.sibir.rts-tender/mod/resource/view.php?id=1207)**Содержание статьи: **ч. 2 ст. 44 44-ФЗ обеспечение заявки на участие в электронных аукционах может предоставляться Участником закупки только путем внесения денежных средств на виртуальный счет.В соответствии с ч. 13 ст.44 44-ФЗ в случае проведения электронного аукциона денежные средства, внесенные в качестве обеспечения заявок, перечисляются на счет Заказчика, в следующих случаях:  *   уклонение или отказ Участника закупки заключить контракт;  \n*   непредоставление или предоставление с нарушением условий, установленных настоящим Федеральным законом, до заключения контракта Заказчику обеспечения исполнения контракта;  	Editorial
Сроки. Подача/отзыв заявки на участие 	**Статья:** [Сатья 66. Порядок подачи заявок на участие в электронном аукционе](http://moodle.sibir.rts-tender/mod/resource/view.php?id=1207)**Содержание статьи:**	Editorial
Участие в аукционе незарегистрированного в РФ (иностранного) юридического лица 	**Нормативная правовая база: **Гражданский кодекс РФ; Федеральный закон N 160-ФЗ "Об иностранных инвестициях в Российской Федерации" от 09.07.1999**Содержание нормативной правовой базы:**ст. 2 ГК РФ Иностранные организации, являются полноправными Участниками гражданских отношений на территории Российской Федерации.ч. 1 ст. 55 ГК РФ Иностранные организации вправе открывать на территории Российской Федерации обособленные подразделения - филиалы и представительства. Представительством является обособленное подразделение юридического лица, расположенное вне места его нахождения, которое представляет интересы юридического лица и осуществляет их защиту.ч. 2 ст. 55 ГК РФ Филиалом является обособленное подразделение юридического лица, расположенное вне места его нахождения и осуществляющее все его функции или их часть, в том числе функции представительства. Филиал иностранного юридического лица создается в целях осуществления на территории Российской Федерации той деятельности, которую осуществляет за пределами Российской Федерации головная организация (абз. 1 ст. 21 Федерального закона от 09.07.1999 N 160-ФЗ "Об иностранных инвестициях в Российской Федерации" ).Аккредитация филиала иностранной организации на Электронной площадке проходит в обычном порядке.	Editorial
Преимущества для организаций инвалидов и учреждений и предприятий уголовно-исполнительной системы 	**Статьи:**[Статья 28. Участие учреждений и предприятий уголовно-исполнительной системы в закупках](http://moodle.sibir.rts-tender/mod/resource/view.php?id=1207)[Статья 29. Участие организаций инвалидов в закупках](http://moodle.sibir.rts-tender/mod/resource/view.php?id=1207)**Содержание статьи:**	Editorial
Преференции по приказу № 155 	**Нормативная правовая база:** Приказ Минэкономразвития России от 25.03.2014 N 155 (ред. от 13.11.2015) "Об условиях допуска товаров, происходящих из иностранных государств, для целей осуществления закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд" (Зарегистрировано в Минюсте России 06.05.2014 N 32183).В соответствии с Приказом Минэкономразвития России от 13.11.2015 г. № 847 «О внесении изменений в приказ Минэкономразвития России от 25.03.2014 г. № 155 «Об условиях допуска товаров, происходящих из иностранных государств, для целей осуществления закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд»» принято решение о внесении правок в текст Приказа:*   Слова «Республики Армения, Республики Беларусь и Республики Казахстан» заменены словами «государств - членов Евразийского экономического союза»;\n*   Слова «российского, армянского, белорусского и (или) казахстанского происхождения» заменены словами «произведенных на территории государств - членов Евразийского экономического союза»;\n*   Внесены изменения в функционал применения преференций **для закупок, опубликованных с** **01.01.2016 г.**, в соответствии с Протоколом о внесении изменений в Договор о Евразийском экономическом союзе от 29.05.2014 г. и отдельные международные договоры, входящие в право Евразийского экономического союза, в связи с присоединением Кыргызской Республики к Договору о Евразийском экономическом союзе от 29 мая 2014 года. Таким образом, **если предлагаемый участником товар произведен на территории Киргизской Республики, то данному участнику будут предоставлены преференции в соответствии с Приказом № 155.****Содержание нормативной правовой базы:**	Editorial
Субъект малого предпринимательства 	**Статья:** [ст. 30 44-ФЗ. Участие субъектов малого предпринимательства, социально ориентированных некоммерческих организаций в закупках](http://moodle.sibir.rts-tender/mod/resource/view.php?id=1207)**Содержание статьи:**В соответствии с ч.1 ст. 30** **Заказчики обязаны осуществлять закупки у СМП, социально ориентированных некоммерческих организаций в объеме не менее чем 15% совокупного годового объема закупок путем:<div class="block" id="block_30101">\n\n\n*   проведения открытых конкурсов;\n*   конкурсов с ограниченным участием;\n*   двухэтапных конкурсов;\n*   электронных аукционов;\n*   запросов котировок;\n*   запросов предложений,\n\n\n\nв которых участниками закупок являются **только** субъекты малого предпринимательства, социально ориентированные некоммерческие организации. НМЦ контракта не должна превышать двадцать миллионов рублей.\n\nВ соотиветствии с ч.3 ст. 30 в извещениях об осуществлении закупок устанавливается ограничение в отношении участников закупок, которыми могут быть только субъекты малого предпринимательства, социально ориентированные некоммерческие организации. Участники закупок обязаны декларировать в заявках на участие в закупках свою принадлежность к субъектам малого предпринимательства или социально ориентированным некоммерческим организациям\n</div>**Справочная информация:**В соответствии с Постановлением Правительства РФ от 04.04.2016 N 265 "О предельных значениях дохода, полученного от осуществления предпринимательской деятельности, для каждой категории субъектов малого и среднего предпринимательства" выручка от реализации товаров (работ, услуг) без учета налога на добавленную стоимость или балансовая стоимость активов (остаточная стоимость основных средств и нематериальных активов) для СПМ должна быть не более:*   микропредприятия - 120 млн. рублей;\n*   малые предприятия - 800 млн. рублей;\n*   средние предприятия - 2 млрд. рублей.  	Editorial
Единые требования к Участникам 	**Статья: **[Статья 31. Требования к участникам закупки](http://moodle.sibir.rts-tender/mod/resource/view.php?id=1207)**Содержание статьи:**ч. 1 ст. 31 44-ФЗ единые требования к Участникам закупки:*   Соответствие требованиям, установленным к лицам, осуществляющим поставку товара, выполнение работы, оказание услуги, являющихся объектом закупки;\n*   Непроведение ликвидации Участника закупки - юридического лица и отсутствие решения арбитражного суда о признании участника закупки - юридического лица или индивидуального предпринимателя несостоятельным (банкротом) и об открытии конкурсного производства;\n*   Неприостановление деятельности Участника закупки, на дату подачи заявки на участие в закупке;\n*   Отсутствие у Участника закупки недоимки по налогам, сборам, задолженности по иным обязательным платежам в бюджеты бюджетной системы Российской Федерации;\n*   Отсутствие у Участника закупки - судимости за преступления в сфере экономики;\n*   Обладание Участником закупки исключительными правами на результаты интеллектуальной деятельности, если в связи с исполнением контракта заказчик приобретает права на такие результаты;\n*   Отсутствие между Участником закупки и Заказчиком конфликта интересов;\n*   Участник закупки не является офшорной компанией.<div class="block" id="block_310011">\n<div class="block s_22">\n\nч. 1.1.  ст. 31 44-ФЗ Заказчик вправе установить требование об отсутствии в реестре недобросовестных поставщиков (подрядчиков, исполнителей) информации об Участнике закупки, в том числе информации об учредителях, о членах коллегиального исполнительного органа, лице, исполняющем функции единоличного исполнительного органа Участника закупки - юридического лица.\n</div>\n</div>	Editorial
Информация в  извещении	**Статья: **[Статья 42. Извещение об осуществлении закупки](http://moodle.sibir.rts-tender/mod/resource/view.php?id=1207)**Содержание статьи:**Заказчик обязан разместить извещение об осуществлении закупки в единой информационной системе, если иное не предусмотрено настоящим Федеральным законом.В извещении об осуществлении закупки должна содержаться, если иное не предусмотрено настоящим Федеральным законом, следующая информация:<div class="block">\n\n\n*   Наименование, место нахождения, почтовый адрес, адрес электронной почты, номер контактного телефона, ответственное должностное лицо заказчика, специализированной организации;\n*   Краткое изложение условий контракта;\n*   Идентификационный код закупки;\n*   Ограничение участия в определении поставщика (подрядчика, исполнителя);\n*   Способ определения поставщика (подрядчика, исполнителя);\n*   Срок, место и порядок подачи заявок участников закупки;\n*   Размер и порядок внесения денежных средств в качестве обеспечения заявок на участие в закупке, а также условия банковской гарантии (если такой способ обеспечения заявок применим в соответствии с настоящим Федеральным законом);\n*   Размер обеспечения исполнения контракта, порядок предоставления такого обеспечения, требования к такому обеспечению (если установление требования обеспечения исполнения контракта предусмотрено [статьей 96](http://internet.garant.ru/#/document/70353464/entry/96) настоящего Федерального закона), а также информация о банковском сопровождении контракта в соответствии со [статьей 35](http://internet.garant.ru/#/document/70353464/entry/35) настоящего Федерального закона.</div>	Editorial
Окончания срока в нерабочий день  	**Нормативная правовая база: **Гражданский кодекс РФ**Содержание нормативной правовой базы: **ст. 193 Гражданского Кодекса. Если последний день срока приходится на нерабочий день, днем окончания срока считается ближайший следующий за ним рабочий день.**Комментарий к ст. 193 ГК РФ: **Нерабочими днями являются выходные дни (суббота и воскресенье при пятидневной рабочей неделе, воскресенье при шестидневной), в том числе перенесенные Правительством РФ выходные, и праздничные дни (1, 2 января, 7 января, 8 марта, 1, 2 мая, 9 мая, 12 июня, 7 ноября и 12 декабря). При совпадении праздничного дня с выходным последний переносится на следующий день после праздничного.Нерабочий день имеет значение только для окончания срока. Если окончание срока приходится на нерабочий день, днем окончания срока считается ближайший за ним рабочий день. Так, в случае истечения срока 1 января, его окончание переносится на 3 января, а если 3 января - выходной день, то на следующий за ним ближайший рабочий день (4 января).	Editorial
Размещение извещения на площадке в валюте 	**Статья: **[Статья 64. Содержание документации об электронном аукционе](http://moodle.sibir.rts-tender/mod/resource/view.php?id=1207)**Содержание статьи:**п. 6-7 ч. 1 ст. 64 44-ФЗ аукционная документация должна содержать информацию о валюте, используемой для формирования цены контраката и расчетов с поставщиками (подрядчиками, исполнителями), а также порядок применения официального курса иностранной валюты к рублю РФ, установленного Центральным банком РФ и используемого при оплате контракта.	Editorial
Размещение извещения о проведении электронного аукциона	**Статья: **[Статья 63. Извещение о проведении электронного аукциона](http://moodle.sibir.rts-tender/mod/resource/view.php?id=1207)**Содержание статьи:**ч.1 ст. 63  Извещение о проведении электронного аукциона размещается Заказчиком в ЕИСч. 5 ст. 63 Информация в извещении о проведении электронного аукциона:*   [Информация в соответствии со ст. 42 44-ФЗ](http://vtiger.sibir.rts-tender/index.php?action=DetailView&module=Faq&record=3768836&start=);\n*   Адрес электронной площадки в информационно-телекоммуникационной сети "Интернет";\n*   Дата окончания срока рассмотрения заявок на участие;\n*   Дата проведения аукциона. В случае, если дата проведения такого аукциона приходится на нерабочий день, день проведения такого аукциона переносится на следующий за ним рабочий день;\n*   Размер обеспечения заявок на участие в аукционе;\n*   Преимущества, предоставляемые заказчиком в соответствии со <span style="color:#000000;">ст. 28 - 30</span> настоящего Федерального закона;\n*   Требования, предъявляемые к участникам такого аукциона, и исчерпывающий перечень документов, которые должны быть представлены Участниками такого аукциона;\n*   Условия, запреты и ограничения допуска товаров, происходящих из иностранного государства или группы иностранных государств, работ, услуг, соответственно выполняемых, оказываемых иностранными лицами.	Editorial
